                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0697,                 1.3349,                 1.1438,                0.88939,                0.78798,                0.86847,                0.66373,                0.80931,                0.64641,                0.94425,              0.0033251,              0.0033251,              0.0033251
                      2,                 1.0228,                0.91522,                 1.1048,                0.84859,                  0.682,                0.77852,                0.55397,                 1.0168,                0.87054,                 1.0592,              0.0065266,              0.0065266,              0.0065266
                      3,                  1.224,                 1.1207,                 1.2003,                 0.7444,                0.59411,                0.66153,                0.42696,                 1.3333,                 1.3412,                 1.2685,              0.0095961,              0.0095961,              0.0095961
                      4,                 1.2934,                 1.1939,                 1.2461,                0.76236,                  0.692,                0.74891,                0.50884,                 1.1828,                0.98569,                 1.1581,               0.009406,               0.009406,               0.009406
                      5,                 1.2045,                 1.0838,                 1.2004,                0.83714,                  0.754,                0.82109,                0.58411,                 1.0208,                0.85771,                 1.0971,               0.009208,               0.009208,               0.009208
                      6,                 1.1137,                0.98149,                 1.1582,                 0.8285,                0.74398,                0.80205,                0.57632,                 1.0184,                0.85221,                 1.0937,                0.00901,                0.00901,                0.00901
                      7,                 1.0595,                0.93672,                 1.1364,                0.85433,                  0.772,                0.84622,                0.61815,                0.92938,                0.74641,                  1.044,               0.008812,               0.008812,               0.008812
                      8,                 1.0245,                0.88787,                 1.1136,                0.86173,                0.78525,                0.86388,                0.64759,                0.86963,                0.70231,                 1.0013,               0.008614,               0.008614,               0.008614
                      9,                 1.0035,                  0.865,                 1.1119,                0.89532,                  0.824,                0.88815,                0.68873,                0.81202,                0.60261,                0.98696,               0.008416,               0.008416,               0.008416
                     10,                 0.9736,                0.83285,                 1.0928,                0.90741,                  0.844,                0.89855,                0.71463,                0.75313,                0.57566,                0.95767,               0.008218,               0.008218,               0.008218
                     11,                0.95991,                0.81791,                 1.0852,                0.90826,                  0.844,                 0.9105,                 0.7213,                0.73073,                0.56302,                0.93279,                0.00802,                0.00802,                0.00802
                     12,                0.93588,                0.79667,                 1.0729,                0.93211,                  0.846,                0.92658,                0.74281,                 0.6971,                0.52311,                0.91365,               0.007822,               0.007822,               0.007822
                     13,                0.91843,                0.78405,                 1.0665,                0.92228,                  0.858,                0.92153,                0.74243,                0.69607,                0.52718,                0.90606,               0.007624,               0.007624,               0.007624
                     14,                0.90124,                0.76642,                 1.0578,                0.93286,                0.86142,                0.92666,                0.75606,                0.65799,                0.49268,                0.89671,               0.007426,               0.007426,               0.007426
                     15,                0.89435,                0.75687,                 1.0574,                0.95363,                  0.856,                0.93299,                0.77455,                0.63117,                 0.4694,                0.89047,               0.007228,               0.007228,               0.007228
                     16,                0.87956,                0.74466,                 1.0527,                0.93272,                  0.878,                0.93393,                0.77289,                0.61936,                0.47092,                0.88181,                0.00703,                0.00703,                0.00703
                     17,                0.86243,                0.72384,                 1.0406,                0.94229,                  0.872,                0.93765,                0.77932,                0.60311,                0.45166,                0.87548,               0.006832,               0.006832,               0.006832
                     18,                0.85312,                0.71819,                 1.0395,                0.94439,                0.88311,                0.94651,                0.79059,                0.58961,                0.42704,                0.87356,               0.006634,               0.006634,               0.006634
                     19,                0.83719,                0.70535,                 1.0286,                 0.9624,                  0.862,                 0.9427,                0.79007,                0.58587,                 0.4187,                0.87372,               0.006436,               0.006436,               0.006436
                     20,                0.83675,                 0.6943,                 1.0281,                0.93808,                  0.882,                0.93776,                0.79082,                0.57522,                0.42555,                0.86485,               0.006238,               0.006238,               0.006238
                     21,                0.82699,                0.68574,                 1.0248,                 0.9614,                  0.866,                0.94373,                 0.7982,                0.55472,                 0.4108,                0.85588,                0.00604,                0.00604,                0.00604
                     22,                0.82508,                 0.6863,                 1.0246,                0.94031,                0.88225,                0.94179,                0.80617,                0.54518,                0.41359,                0.85772,               0.005842,               0.005842,               0.005842
                     23,                0.81657,                0.68067,                 1.0234,                0.94358,                  0.896,                0.94809,                0.81004,                0.53913,                0.39698,                0.85015,               0.005644,               0.005644,               0.005644
                     24,                0.80996,                0.67419,                 1.0164,                0.96293,                0.88322,                0.95448,                0.81828,                0.52208,                0.38491,                0.84335,               0.005446,               0.005446,               0.005446
