                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.87617,                0.77037,                 1.1178,                0.94108,                0.86243,                0.93139,                0.77094,                0.65658,                0.49523,                0.95539,               0.008911,               0.008911,               0.008911
                     13,                0.86269,                0.75451,                 1.1127,                0.93665,                   0.87,                0.92849,                0.77039,                0.66054,                0.47697,                0.94501,               0.008812,               0.008812,               0.008812
                     14,                0.84847,                0.74165,                 1.1048,                0.92241,                0.87978,                0.94362,                0.78762,                0.62997,                0.47291,                0.94235,               0.008713,               0.008713,               0.008713
                     15,                0.84291,                0.73643,                 1.0999,                0.93895,                  0.894,                0.93872,                0.79553,                0.62691,                0.45983,                0.93126,               0.008614,               0.008614,               0.008614
                     16,                0.82842,                0.71865,                 1.0918,                0.93562,                0.87192,                0.93876,                0.79487,                0.59898,                0.45674,                0.91734,               0.008515,               0.008515,               0.008515
                     17,                 0.8251,                0.70691,                  1.091,                0.94056,                  0.892,                0.95154,                0.81775,                0.57016,                0.41748,                0.90743,               0.008416,               0.008416,               0.008416
                     18,                 0.8149,                0.70282,                 1.0841,                0.93244,                  0.896,                0.95413,                0.81595,                0.56819,                0.41496,                0.90905,               0.008317,               0.008317,               0.008317
                     19,                0.81034,                0.69728,                 1.0793,                0.92592,                0.89991,                0.95428,                0.81033,                0.58144,                0.41265,                0.91924,               0.008218,               0.008218,               0.008218
                     20,                0.79809,                0.68443,                 1.0773,                0.97756,                0.87117,                 0.9585,                0.82316,                0.55697,                0.39245,                0.89977,               0.008119,               0.008119,               0.008119
                     21,                0.79575,                0.67973,                 1.0724,                0.96478,                  0.872,                0.95912,                0.83235,                0.53751,                 0.3832,                0.89119,                0.00802,                0.00802,                0.00802
                     22,                0.78856,                0.67634,                 1.0698,                 0.9469,                0.89162,                0.95295,                0.82558,                0.55285,                0.38761,                0.89431,               0.007921,               0.007921,               0.007921
                     23,                0.78944,                0.67204,                  1.072,                0.95519,                  0.882,                0.95961,                 0.8385,                0.52853,                0.37515,                0.88619,               0.007822,               0.007822,               0.007822
                     24,                0.78067,                0.66371,                 1.0644,                0.96955,                0.89147,                0.96264,                0.83454,                0.52993,                0.37427,                0.88101,               0.007723,               0.007723,               0.007723
                     25,                0.77029,                0.65565,                 1.0558,                0.96519,                  0.902,                0.96412,                0.84496,                0.51974,                0.35425,                0.88243,               0.007624,               0.007624,               0.007624
                     26,                0.76948,                 0.6513,                 1.0581,                0.97995,                  0.884,                0.96195,                0.83923,                0.51534,                0.35336,                0.87792,               0.007525,               0.007525,               0.007525
                     27,                0.76093,                0.64932,                 1.0542,                 0.9374,                0.92845,                0.96569,                0.84732,                0.50457,                0.34362,                0.86951,               0.007426,               0.007426,               0.007426
                     28,                0.75826,                0.64545,                 1.0525,                0.96392,                0.90843,                0.96444,                0.84722,                0.50697,                0.33932,                0.87102,               0.007327,               0.007327,               0.007327
                     29,                0.74957,                 0.6402,                 1.0425,                0.94463,                0.92118,                0.96466,                0.84474,                0.50518,                 0.3467,                0.86865,               0.007228,               0.007228,               0.007228
                     30,                  0.751,                0.63324,                 1.0465,                0.96784,                0.90282,                0.96669,                0.84595,                0.50245,                0.34064,                0.86711,               0.007129,               0.007129,               0.007129
                     31,                0.74637,                0.63647,                 1.0479,                0.95244,                0.92129,                0.96656,                0.85262,                0.49614,                0.33559,                0.86576,                0.00703,                0.00703,                0.00703
                     32,                 0.7387,                0.63048,                 1.0402,                0.95047,                  0.926,                0.96643,                0.85202,                0.48609,                0.33116,                0.85881,               0.006931,               0.006931,               0.006931
                     33,                 0.7351,                0.62427,                 1.0401,                0.95857,                0.92555,                0.97027,                0.85425,                0.48228,                 0.3233,                0.85487,               0.006832,               0.006832,               0.006832
                     34,                0.72616,                0.61089,                 1.0345,                0.94863,                  0.938,                0.97132,                0.85694,                0.47466,                0.32307,                0.85267,               0.006733,               0.006733,               0.006733
                     35,                0.73127,                 0.6215,                 1.0368,                0.95278,                0.92822,                0.96733,                0.85569,                0.47792,                0.32019,                0.85422,               0.006634,               0.006634,               0.006634
                     36,                0.73001,                0.61821,                 1.0387,                0.95897,                  0.928,                0.96797,                0.85809,                0.47707,                 0.3189,                 0.8548,               0.006535,               0.006535,               0.006535
                     37,                 0.7223,                0.61042,                 1.0329,                0.96362,                   0.92,                0.96879,                0.85835,                0.47428,                0.31698,                 0.8528,               0.006436,               0.006436,               0.006436
                     38,                0.71739,                0.60977,                 1.0278,                0.95784,                   0.92,                 0.9695,                0.86004,                0.47296,                0.31892,                0.85248,               0.006337,               0.006337,               0.006337
                     39,                0.71664,                0.60054,                 1.0275,                0.95829,                0.91909,                0.97074,                0.86214,                0.46908,                0.31633,                0.85081,               0.006238,               0.006238,               0.006238
                     40,                 0.7172,                0.59878,                 1.0277,                0.95459,                0.92504,                0.97158,                0.86167,                0.46616,                0.31137,                 0.8487,               0.006139,               0.006139,               0.006139
                     41,                0.71596,                0.60137,                 1.0277,                0.95478,                0.92897,                0.97223,                0.86298,                0.46821,                0.31093,                0.84961,                0.00604,                0.00604,                0.00604
                     42,                0.70581,                0.59374,                 1.0226,                0.95452,                  0.928,                0.97203,                0.86328,                0.46764,                0.31156,                0.84944,               0.005941,               0.005941,               0.005941
                     43,                 0.7072,                0.59284,                 1.0215,                0.97025,                0.91308,                0.97354,                0.86487,                0.46826,                 0.3098,                0.84933,               0.005842,               0.005842,               0.005842
                     44,                0.70543,                 0.5893,                 1.0201,                0.96053,                0.92483,                0.97343,                0.86441,                0.46712,                0.30946,                0.84871,               0.005743,               0.005743,               0.005743
                     45,                 0.6964,                0.58118,                 1.0161,                0.96021,                  0.928,                0.97364,                0.86531,                0.46576,                0.30806,                0.84754,               0.005644,               0.005644,               0.005644
                     46,                0.69857,                0.58493,                 1.0199,                0.96188,                  0.928,                0.97397,                0.86494,                 0.4652,                0.30732,                0.84693,               0.005545,               0.005545,               0.005545
                     47,                0.69488,                0.58133,                 1.0153,                 0.9626,                0.92652,                0.97367,                0.86426,                0.46394,                 0.3067,                0.84649,               0.005446,               0.005446,               0.005446
                     48,                0.69206,                 0.5782,                 1.0119,                0.96123,                  0.928,                0.97406,                0.86539,                0.46271,                0.30642,                0.84581,               0.005347,               0.005347,               0.005347
                     49,                0.69276,                0.57691,                  1.017,                0.96072,                   0.93,                0.97417,                0.86617,                0.46147,                0.30475,                  0.845,               0.005248,               0.005248,               0.005248
                     50,                0.69208,                  0.578,                 1.0141,                0.96069,                  0.928,                0.97358,                0.86786,                0.46023,                 0.3051,                 0.8445,               0.005149,               0.005149,               0.005149
                     51,                0.68839,                0.56894,                 1.0136,                0.95954,                  0.928,                0.97394,                0.86731,                0.45901,                0.30441,                0.84309,                0.00505,                0.00505,                0.00505
                     52,                0.68521,                0.56951,                 1.0108,                0.95313,                0.93546,                0.97463,                0.86823,                0.45818,                 0.3035,                0.84195,               0.004951,               0.004951,               0.004951
                     53,                0.67828,                0.56695,                 1.0086,                0.94743,                   0.94,                0.97474,                0.86915,                0.45746,                0.30156,                0.84143,               0.004852,               0.004852,               0.004852
                     54,                0.67367,                0.56165,                 1.0044,                0.94956,                0.94121,                0.97441,                0.86807,                0.45565,                0.30157,                0.84044,               0.004753,               0.004753,               0.004753
                     55,                0.67687,                0.55711,                 1.0043,                0.94957,                0.94144,                0.97442,                0.86874,                0.45379,                0.30037,                0.83918,               0.004654,               0.004654,               0.004654
