                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.52946,                 0.4478,                0.97012,                0.97811,                  0.956,                0.98461,                0.89425,                 0.4144,                0.25772,                0.79273,              0.0033251,              0.0033251,              0.0033251
                      2,                  0.544,                0.45898,                0.97278,                0.97226,                  0.946,                0.98656,                0.88647,                0.44005,                0.29132,                0.80122,              0.0065925,              0.0065925,              0.0065925
                      3,                0.58928,                 0.5023,                0.99103,                0.97575,                  0.888,                0.96716,                0.83942,                0.53347,                0.38513,                0.84006,              0.0097939,              0.0097939,              0.0097939
                      4,                0.64545,                0.55872,                 1.0228,                  0.971,                0.87062,                0.95561,                0.81867,                 0.5588,                 0.4273,                0.86358,               0.009703,               0.009703,               0.009703
                      5,                0.65714,                0.57025,                 1.0246,                0.95392,                0.91092,                0.96046,                 0.8256,                0.54918,                0.40375,                 0.8631,               0.009604,               0.009604,               0.009604
                      6,                0.65066,                0.57292,                  1.022,                0.95546,                0.85814,                0.93958,                0.80855,                0.56779,                0.43999,                0.88465,               0.009505,               0.009505,               0.009505
                      7,                0.65872,                0.57054,                 1.0282,                 0.9724,                  0.902,                0.96762,                 0.8282,                0.56155,                0.39084,                0.87428,               0.009406,               0.009406,               0.009406
                      8,                0.65259,                0.56862,                 1.0247,                0.94516,                   0.82,                0.91354,                0.79062,                0.57671,                 0.4926,                0.89075,               0.009307,               0.009307,               0.009307
                      9,                0.65257,                0.56733,                 1.0239,                0.91493,                  0.836,                0.89218,                 0.7779,                 0.5703,                0.53731,                 0.9027,               0.009208,               0.009208,               0.009208
                     10,                 0.6539,                0.56854,                 1.0243,                0.96467,                  0.904,                0.96661,                0.84167,                0.51782,                0.38227,                0.85327,               0.009109,               0.009109,               0.009109
                     11,                0.64588,                0.56058,                 1.0218,                0.96183,                  0.896,                0.96574,                0.83912,                0.53347,                0.37404,                0.86878,                0.00901,                0.00901,                0.00901
                     12,                0.64996,                0.56143,                 1.0221,                0.96103,                0.88777,                0.95801,                0.83109,                0.53121,                0.39041,                0.86446,               0.008911,               0.008911,               0.008911
                     13,                0.64361,                0.55847,                 1.0207,                0.94619,                    0.9,                0.96305,                0.83485,                0.52336,                0.38324,                0.85503,               0.008812,               0.008812,               0.008812
                     14,                0.64843,                 0.5585,                 1.0179,                0.95191,                0.87088,                0.94525,                0.82121,                0.53075,                0.41483,                 0.8651,               0.008713,               0.008713,               0.008713
