                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.78688,                0.65434,                 1.0125,                0.96184,                  0.874,                0.95087,                0.81515,                0.53782,                0.37703,                0.84361,               0.004456,               0.004456,               0.004456
                     30,                0.78316,                0.64858,                 1.0135,                0.96483,                  0.884,                0.95304,                 0.8168,                0.53597,                0.37712,                0.84138,               0.004258,               0.004258,               0.004258
                     31,                 0.7795,                0.64503,                 1.0101,                0.96492,                  0.882,                0.95097,                0.81676,                0.53417,                0.37348,                 0.8403,                0.00406,                0.00406,                0.00406
                     32,                0.77118,                0.63167,                 1.0046,                0.96933,                0.88497,                0.95509,                0.81891,                0.52689,                0.36387,                0.83598,               0.003862,               0.003862,               0.003862
                     33,                0.76501,                0.62967,                 1.0038,                0.97129,                0.87972,                 0.9553,                0.82125,                0.52686,                0.36336,                0.83664,               0.003664,               0.003664,               0.003664
                     34,                0.76168,                0.62927,                 1.0017,                0.95909,                0.89086,                 0.9592,                0.82339,                0.52342,                 0.3589,                0.83533,               0.003466,               0.003466,               0.003466
                     35,                0.75472,                0.61746,                 1.0018,                0.96249,                  0.892,                0.95638,                0.82374,                0.52235,                0.35886,                0.83592,               0.003268,               0.003268,               0.003268
                     36,                0.74613,                0.62002,                0.99704,                0.96263,                   0.89,                0.95759,                0.82533,                0.51919,                0.35266,                0.83376,                0.00307,                0.00307,                0.00307
                     37,                 0.7463,                 0.6129,                0.99492,                0.96306,                0.88643,                0.95831,                0.82621,                0.51571,                0.34907,                0.83221,               0.002872,               0.002872,               0.002872
                     38,                0.73374,                0.60286,                0.99113,                0.98279,                  0.876,                0.95801,                0.82602,                0.51498,                0.34668,                0.83106,               0.002674,               0.002674,               0.002674
                     39,                0.73723,                0.60211,                0.99265,                0.98292,                  0.876,                 0.9603,                0.82879,                0.51306,                0.34781,                0.82923,               0.002476,               0.002476,               0.002476
                     40,                0.72186,                0.59326,                0.98516,                0.98235,                  0.876,                0.95961,                0.82957,                0.51145,                0.34743,                0.82847,               0.002278,               0.002278,               0.002278
                     41,                0.65896,                 0.4712,                0.94145,                0.98062,                  0.878,                0.95998,                0.83066,                0.51193,                0.34794,                0.82815,                0.00208,                0.00208,                0.00208
                     42,                0.65004,                0.45935,                0.93924,                0.98209,                0.87729,                0.96026,                0.83153,                0.51107,                0.34608,                 0.8274,               0.001882,               0.001882,               0.001882
                     43,                0.64161,                0.45093,                0.93443,                0.97924,                  0.878,                0.96075,                0.83167,                0.51001,                0.34479,                0.82647,               0.001684,               0.001684,               0.001684
                     44,                0.63103,                 0.4425,                 0.9311,                0.97571,                0.88379,                0.96077,                0.83082,                0.50704,                 0.3424,                0.82462,               0.001486,               0.001486,               0.001486
                     45,                0.62572,                0.43426,                0.92745,                0.97568,                0.88254,                0.96014,                0.83109,                0.50576,                0.34059,                0.82347,               0.001288,               0.001288,               0.001288
                     46,                0.61355,                0.42649,                0.92255,                0.97476,                  0.892,                0.96101,                0.83189,                 0.5025,                0.33922,                0.82172,                0.00109,                0.00109,                0.00109
                     47,                0.60858,                0.42059,                0.92057,                0.97467,                  0.892,                0.96101,                0.83362,                 0.5014,                0.33914,                0.82076,               0.000892,               0.000892,               0.000892
                     48,                0.60093,                0.41174,                0.91633,                0.97449,                  0.892,                0.96143,                0.83286,                0.49991,                 0.3371,                 0.8195,               0.000694,               0.000694,               0.000694
                     49,                0.59479,                0.40531,                0.91432,                0.97451,                  0.892,                0.96155,                0.83347,                0.49867,                0.33544,                 0.8185,               0.000496,               0.000496,               0.000496
                     50,                0.58574,                0.40066,                0.90951,                0.97633,                  0.892,                0.96191,                0.83529,                0.49777,                0.33472,                0.81748,               0.000298,               0.000298,               0.000298
