                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.67397,                0.56407,                   1.01,                0.97042,                0.91853,                0.97635,                 0.8704,                0.45877,                0.30612,                0.84326,                0.00307,                0.00307,                0.00307
                     37,                0.66691,                0.55547,                 1.0066,                0.97926,                  0.916,                0.97693,                0.86942,                0.45559,                0.30308,                0.84082,               0.002872,               0.002872,               0.002872
                     38,                0.66188,                0.55373,                 1.0012,                0.95862,                  0.928,                0.97609,                0.87022,                0.45469,                0.29966,                 0.8395,               0.002674,               0.002674,               0.002674
                     39,                0.65704,                0.54236,                0.99891,                0.96172,                  0.934,                0.97724,                0.87208,                0.44969,                0.29705,                 0.8369,               0.002476,               0.002476,               0.002476
                     40,                 0.6535,                0.53888,                0.99681,                 0.9656,                   0.93,                0.97595,                0.87396,                0.44778,                0.29608,                0.83515,               0.002278,               0.002278,               0.002278
                     41,                0.59296,                0.42373,                 0.9534,                0.96473,                0.93012,                0.97679,                0.87452,                0.44561,                0.29011,                0.83398,                0.00208,                0.00208,                0.00208
                     42,                0.58465,                0.41322,                 0.9505,                0.96584,                  0.932,                0.97788,                  0.877,                0.44497,                0.28865,                0.83344,               0.001882,               0.001882,               0.001882
                     43,                 0.5754,                0.40347,                0.94647,                0.97087,                0.93311,                0.97781,                 0.8772,                0.44314,                0.28761,                0.83317,               0.001684,               0.001684,               0.001684
                     44,                0.56833,                0.39817,                0.94272,                0.97096,                0.93623,                0.97798,                0.87909,                0.44291,                0.28667,                0.83275,               0.001486,               0.001486,               0.001486
                     45,                0.56337,                 0.3911,                0.93917,                0.97295,                0.93527,                0.97794,                0.87845,                0.44153,                0.28816,                0.83189,               0.001288,               0.001288,               0.001288
                     46,                0.55494,                0.38516,                0.93536,                0.97411,                  0.934,                0.97788,                0.87952,                0.44049,                0.28539,                0.83119,                0.00109,                0.00109,                0.00109
                     47,                0.54958,                0.37884,                 0.9325,                0.97231,                  0.934,                0.97805,                0.87998,                0.43945,                0.28565,                0.83055,               0.000892,               0.000892,               0.000892
                     48,                0.53698,                 0.3674,                0.92619,                0.97402,                  0.936,                0.98263,                0.88036,                0.43707,                0.28447,                0.82958,               0.000694,               0.000694,               0.000694
                     49,                0.53162,                0.36276,                0.92465,                0.97095,                  0.936,                0.98298,                0.88105,                0.43588,                0.28401,                0.82856,               0.000496,               0.000496,               0.000496
                     50,                0.52361,                0.35679,                0.91865,                0.96897,                0.93669,                0.98299,                0.88294,                0.43452,                0.28259,                0.82724,               0.000298,               0.000298,               0.000298
