                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.87009,                0.75058,                 1.1054,                  0.952,                 0.8727,                0.94156,                0.79034,                0.63632,                0.47044,                0.93989,               0.007624,               0.007624,               0.007624
                     14,                0.85546,                0.73732,                  1.097,                0.93534,                   0.88,                0.94043,                0.79661,                0.63485,                0.46199,                0.94671,               0.007426,               0.007426,               0.007426
                     15,                0.84008,                0.73077,                 1.0904,                0.95833,                  0.878,                0.94599,                0.80214,                0.61081,                0.45119,                0.92109,               0.007228,               0.007228,               0.007228
                     16,                0.82348,                0.71349,                 1.0818,                0.93853,                   0.88,                0.94274,                0.79721,                0.60541,                0.45238,                0.92504,                0.00703,                0.00703,                0.00703
                     17,                0.81359,                0.70107,                 1.0766,                0.94828,                   0.89,                0.94742,                0.80942,                0.58633,                0.43216,                0.91917,               0.006832,               0.006832,               0.006832
                     18,                0.79466,                 0.6818,                  1.061,                0.93475,                0.88815,                 0.9531,                0.82111,                0.56619,                0.42566,                  0.906,               0.006634,               0.006634,               0.006634
                     19,                0.78268,                0.67039,                 1.0581,                0.95463,                0.88364,                0.95419,                0.81987,                0.55944,                0.41789,                0.90333,               0.006436,               0.006436,               0.006436
                     20,                0.77865,                0.66334,                 1.0543,                0.95099,                  0.888,                0.95814,                0.83307,                0.53293,                 0.3969,                0.88939,               0.006238,               0.006238,               0.006238
                     21,                0.77726,                0.65886,                 1.0552,                0.96342,                0.89541,                0.96403,                0.83621,                 0.5325,                 0.3819,                0.88711,                0.00604,                0.00604,                0.00604
                     22,                0.76136,                0.64401,                 1.0443,                0.96342,                0.89551,                0.96144,                0.83972,                0.52479,                0.38151,                0.88495,               0.005842,               0.005842,               0.005842
                     23,                0.75286,                0.64061,                 1.0396,                0.96547,                0.89469,                 0.9677,                0.84029,                0.51997,                0.37671,                0.88525,               0.005644,               0.005644,               0.005644
                     24,                0.74901,                0.63151,                 1.0416,                0.97093,                  0.894,                0.96455,                0.84442,                0.51888,                0.37752,                0.88634,               0.005446,               0.005446,               0.005446
                     25,                0.73997,                0.62402,                  1.035,                0.97007,                  0.894,                0.96542,                0.84769,                0.51041,                0.36228,                0.87681,               0.005248,               0.005248,               0.005248
                     26,                 0.7278,                 0.6147,                 1.0275,                0.95385,                  0.904,                 0.9642,                0.84906,                 0.4925,                0.35818,                0.86637,                0.00505,                0.00505,                0.00505
                     27,                0.72297,                0.61109,                 1.0278,                0.95578,                    0.9,                0.96407,                0.85058,                0.49252,                0.35451,                0.87222,               0.004852,               0.004852,               0.004852
                     28,                0.72005,                0.60347,                 1.0236,                0.96977,                0.89822,                0.96987,                0.85536,                0.49416,                0.35013,                0.86941,               0.004654,               0.004654,               0.004654
                     29,                0.71306,                0.59655,                 1.0207,                0.96788,                0.90394,                0.97033,                0.85596,                0.48455,                0.34271,                0.86657,               0.004456,               0.004456,               0.004456
                     30,                0.70277,                0.58638,                 1.0178,                0.96578,                0.90312,                0.97231,                0.86022,                0.47765,                0.33333,                0.85784,               0.004258,               0.004258,               0.004258
                     31,                0.70068,                0.58051,                  1.014,                0.96496,                  0.906,                0.97418,                0.86218,                0.47315,                0.32766,                0.85458,                0.00406,                0.00406,                0.00406
                     32,                 0.6897,                0.58013,                 1.0115,                  0.944,                  0.932,                0.97435,                0.86458,                0.46947,                 0.3272,                  0.854,               0.003862,               0.003862,               0.003862
                     33,                0.67948,                0.56392,                 1.0009,                0.95412,                  0.924,                0.97169,                0.86591,                0.46259,                0.32052,                0.84947,               0.003664,               0.003664,               0.003664
                     34,                0.67791,                0.56409,                 1.0047,                0.95186,                  0.932,                0.97541,                0.86602,                0.46099,                0.31632,                0.84718,               0.003466,               0.003466,               0.003466
                     35,                0.66537,                0.55424,                0.99612,                0.96061,                   0.93,                0.97658,                0.87017,                0.45644,                 0.3133,                0.84382,               0.003268,               0.003268,               0.003268
                     36,                0.66056,                0.54825,                0.99384,                0.96152,                   0.93,                 0.9771,                   0.87,                0.45401,                0.31086,                0.84166,                0.00307,                0.00307,                0.00307
                     37,                0.65863,                0.54324,                0.99306,                 0.9607,                0.92887,                0.97706,                0.87253,                0.44958,                0.30728,                0.83859,               0.002872,               0.002872,               0.002872
                     38,                0.64537,                0.53279,                0.98748,                0.95926,                  0.928,                0.97837,                0.87501,                0.44756,                0.30602,                0.83728,               0.002674,               0.002674,               0.002674
                     39,                0.63807,                0.52473,                0.98408,                0.95597,                  0.928,                0.97788,                0.87564,                0.44562,                0.30486,                0.83632,               0.002476,               0.002476,               0.002476
                     40,                 0.6384,                0.52191,                 0.9832,                0.95112,                0.93407,                0.97741,                0.87579,                0.44411,                0.30471,                0.83601,               0.002278,               0.002278,               0.002278
                     41,                0.57955,                0.41063,                0.94424,                 0.9666,                0.92594,                0.97801,                0.87654,                0.44378,                 0.3016,                0.83573,                0.00208,                0.00208,                0.00208
                     42,                  0.572,                0.40363,                0.93904,                0.96465,                0.92768,                0.97796,                0.87756,                0.44044,                0.29889,                0.83387,               0.001882,               0.001882,               0.001882
                     43,                  0.562,                0.39407,                 0.9344,                0.95523,                  0.938,                0.97719,                0.87558,                0.43817,                0.29593,                0.83282,               0.001684,               0.001684,               0.001684
                     44,                0.55412,                 0.3869,                0.92922,                0.95901,                0.93573,                 0.9797,                0.87698,                0.43592,                0.29453,                0.83167,               0.001486,               0.001486,               0.001486
                     45,                0.54524,                 0.3825,                0.92782,                0.96067,                  0.934,                0.98012,                0.87919,                0.43302,                0.29333,                0.82971,               0.001288,               0.001288,               0.001288
                     46,                0.53825,                0.37459,                0.92206,                0.96685,                0.93338,                0.97826,                0.88117,                0.43075,                0.29333,                0.82841,                0.00109,                0.00109,                0.00109
                     47,                0.52731,                0.36452,                0.91817,                0.96962,                  0.932,                0.97845,                0.88068,                0.43043,                0.29073,                0.82724,               0.000892,               0.000892,               0.000892
                     48,                0.52195,                0.35593,                0.91611,                0.96883,                 0.9326,                0.97898,                 0.8813,                0.42837,                0.28836,                 0.8254,               0.000694,               0.000694,               0.000694
                     49,                0.51196,                0.34969,                0.91239,                0.97145,                  0.932,                0.98027,                0.88271,                0.42585,                0.28708,                0.82391,               0.000496,               0.000496,               0.000496
                     50,                0.50927,                0.34732,                0.91027,                0.97095,                0.93571,                0.98038,                0.88298,                0.42403,                0.28632,                0.82237,               0.000298,               0.000298,               0.000298
