                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                  0.839,                 0.7112,                 1.0466,                0.94753,                  0.876,                0.94037,                0.78727,                0.59305,                0.44268,                0.88464,               0.007228,               0.007228,               0.007228
                     16,                0.83266,                0.69963,                  1.045,                0.95587,                0.86634,                0.94263,                 0.7854,                0.60349,                0.42629,                0.89515,                0.00703,                0.00703,                0.00703
                     17,                0.81548,                0.68251,                 1.0351,                0.95035,                  0.876,                 0.9454,                0.79284,                0.58984,                0.40844,                0.88861,               0.006832,               0.006832,               0.006832
                     18,                0.80757,                0.68184,                 1.0309,                0.94211,                   0.89,                0.95061,                0.80765,                0.56365,                0.40139,                0.87626,               0.006634,               0.006634,               0.006634
                     19,                0.79372,                0.66499,                 1.0226,                0.95133,                  0.882,                0.95037,                0.80701,                0.55957,                0.39245,                0.87348,               0.006436,               0.006436,               0.006436
                     20,                0.78826,                0.65643,                 1.0183,                0.95445,                0.88003,                0.94753,                0.81444,                0.53623,                0.38116,                0.86107,               0.006238,               0.006238,               0.006238
                     21,                0.78135,                0.64984,                 1.0163,                0.94555,                  0.894,                0.95056,                0.81238,                0.53686,                0.38699,                0.86181,                0.00604,                0.00604,                0.00604
                     22,                0.78319,                0.64809,                 1.0179,                0.95039,                0.88117,                 0.9506,                0.81995,                0.52593,                  0.382,                0.85596,               0.005842,               0.005842,               0.005842
                     23,                0.77186,                0.64315,                  1.014,                0.95479,                   0.89,                0.95286,                0.82603,                0.51671,                0.36579,                0.85048,               0.005644,               0.005644,               0.005644
                     24,                0.76445,                0.63812,                 1.0084,                0.95619,                  0.894,                 0.9606,                 0.8254,                0.50444,                0.35646,                0.84672,               0.005446,               0.005446,               0.005446
                     25,                0.75751,                0.62555,                 1.0059,                0.97013,                  0.888,                0.96122,                0.83029,                 0.5008,                0.34594,                0.84472,               0.005248,               0.005248,               0.005248
                     26,                0.74942,                0.62119,                 1.0013,                0.96517,                0.88663,                0.96187,                 0.8343,                0.49097,                0.33883,                  0.837,                0.00505,                0.00505,                0.00505
                     27,                0.73814,                0.61113,                0.99772,                0.94406,                0.91127,                0.96521,                0.83728,                0.48157,                0.33418,                0.83491,               0.004852,               0.004852,               0.004852
                     28,                0.73588,                0.60835,                0.99919,                0.94368,                  0.912,                0.96563,                0.83969,                0.48501,                0.33159,                0.83464,               0.004654,               0.004654,               0.004654
                     29,                 0.7242,                0.59646,                0.99179,                0.97142,                  0.892,                 0.9649,                0.83983,                0.48036,                0.33277,                0.82927,               0.004456,               0.004456,               0.004456
                     30,                0.71561,                0.58819,                0.98703,                0.97698,                  0.888,                0.96512,                0.84046,                0.47553,                0.33199,                0.82791,               0.004258,               0.004258,               0.004258
                     31,                0.71139,                0.58395,                0.98419,                0.95765,                0.90446,                0.96786,                0.83945,                0.47274,                0.32794,                0.82683,                0.00406,                0.00406,                0.00406
                     32,                0.70518,                0.58117,                0.98496,                 0.9505,                0.92179,                0.97128,                0.84728,                0.46387,                0.32164,                0.82311,               0.003862,               0.003862,               0.003862
                     33,                0.69827,                0.56905,                0.98033,                0.94089,                0.92327,                0.96918,                0.84907,                0.46191,                0.31931,                0.82254,               0.003664,               0.003664,               0.003664
                     34,                0.69263,                0.56741,                0.97645,                0.93569,                  0.928,                 0.9692,                0.84874,                0.45607,                0.31939,                0.81901,               0.003466,               0.003466,               0.003466
                     35,                0.68536,                 0.5584,                0.97328,                 0.9449,                  0.926,                0.97032,                0.84831,                0.45236,                0.31095,                0.81504,               0.003268,               0.003268,               0.003268
                     36,                 0.6867,                0.56249,                0.97227,                0.95263,                0.92498,                0.97436,                0.85231,                0.44776,                0.30544,                0.81266,                0.00307,                0.00307,                0.00307
                     37,                0.67348,                0.54872,                0.96625,                0.96437,                0.92017,                0.97455,                0.85298,                0.44614,                 0.3028,                0.81032,               0.002872,               0.002872,               0.002872
                     38,                0.66589,                0.54133,                0.96419,                0.96835,                0.91781,                0.97599,                 0.8536,                0.44545,                0.30211,                0.81103,               0.002674,               0.002674,               0.002674
                     39,                0.66115,                0.53902,                0.96355,                0.96637,                 0.9196,                0.97566,                 0.8563,                0.44371,                0.29741,                0.81031,               0.002476,               0.002476,               0.002476
                     40,                0.65854,                0.53056,                0.96269,                0.96843,                0.92032,                0.97663,                0.85769,                0.43942,                 0.2955,                0.80792,               0.002278,               0.002278,               0.002278
                     41,                0.58821,                0.41174,                0.91623,                0.96694,                  0.924,                0.97693,                0.85992,                0.43718,                0.29285,                0.80674,                0.00208,                0.00208,                0.00208
                     42,                0.57733,                0.40393,                0.91118,                0.96454,                0.92485,                0.97538,                0.85962,                0.43527,                 0.2914,                 0.8062,               0.001882,               0.001882,               0.001882
                     43,                0.57496,                0.39597,                0.90878,                0.96456,                0.92545,                0.97641,                0.85927,                0.43503,                0.29082,                0.80613,               0.001684,               0.001684,               0.001684
                     44,                 0.5654,                0.38983,                0.90598,                0.96666,                0.92788,                0.97644,                0.86232,                0.43371,                0.28779,                0.80411,               0.001486,               0.001486,               0.001486
                     45,                0.55936,                0.38065,                0.90264,                0.96676,                 0.9307,                0.97675,                0.86228,                0.43235,                0.28578,                0.80269,               0.001288,               0.001288,               0.001288
                     46,                0.55009,                0.37181,                0.89985,                0.96481,                0.93205,                0.97741,                0.86285,                0.43217,                0.28391,                0.80185,                0.00109,                0.00109,                0.00109
                     47,                0.54008,                0.36525,                0.89399,                0.96631,                  0.936,                0.97756,                0.86392,                0.43154,                 0.2821,                0.80053,               0.000892,               0.000892,               0.000892
                     48,                0.53122,                 0.3565,                0.89079,                0.97089,                0.93375,                  0.978,                0.86422,                 0.4304,                0.28056,                0.79913,               0.000694,               0.000694,               0.000694
                     49,                0.52479,                0.34978,                 0.8888,                0.96909,                   0.93,                 0.9781,                0.86498,                0.42911,                0.27811,                0.79773,               0.000496,               0.000496,               0.000496
                     50,                0.52092,                0.34574,                0.88787,                0.97082,                0.93144,                 0.9782,                0.86499,                0.42785,                0.27713,                0.79651,               0.000298,               0.000298,               0.000298
